ID,Cluster_Label
419,0
420,0
421,0
422,0
423,1
424,0
425,0
426,1
427,0
428,2
429,1
430,0
431,0
432,0
433,2
434,2
435,0
436,2
437,0
438,1
439,0
440,0
441,1
442,1
443,0
444,1
445,0
446,0
447,1
448,0
449,2
450,0
451,0
452,0
453,0
454,2
455,2
456,0
457,0
458,1
459,0
460,0
461,2
462,0
463,0
464,0
465,0
466,0
467,1
468,1
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,1
478,1
479,0
480,0
481,0
482,1
483,2
484,0
485,0
486,1
487,0
488,0
489,0
490,0
491,1
492,0
493,0
494,2
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,0
507,1
508,2
509,0
510,0
511,0
512,0
513,0
514,2
515,0
516,2
517,1
518,2
519,0
520,1
521,0
522,1
523,0
524,0
525,0
526,0
527,0
528,1
529,0
530,1
531,1
532,1
533,0
534,0
535,0
536,0
537,0
538,0
539,1
540,0
541,1
542,1
543,0
544,0
545,1
546,0
547,2
548,0
549,0
550,1
551,0
552,0
553,0
554,2
555,0
556,2
557,0
558,1
559,1
560,0
561,0
562,1
563,2
564,0
565,0
566,2
567,0
568,2
569,2
570,0
571,0
572,2
573,2
574,0
575,2
576,1
577,1
578,2
579,0
580,2
581,2
582,0
583,1
584,1
585,1
586,0
587,2
588,0
589,1
590,1
591,0
592,1
593,1
594,1
595,0
596,2
597,2
598,0
599,0
600,0
601,0
602,0
603,0
604,1
605,0
606,1
607,0
608,0
609,1
610,0
611,0
612,2
613,0
614,0
615,0
616,1
617,0
618,1
619,2
620,0
621,1
622,0
623,0
624,0
625,1
626,2
627,0
628,0
629,0
630,0
631,0
632,1
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,1
643,2
644,0
645,0
646,0
647,0
648,2
649,0
650,0
651,1
652,0
653,1
654,0
655,1
656,2
657,1
658,2
659,0
660,1
661,1
662,2
663,0
664,1
665,1
666,0
667,0
668,0
669,0
670,0
671,1
672,0
673,1
674,1
675,1
676,2
677,0
678,1
679,1
680,0
681,2
682,0
683,0
684,1
685,1
686,0
687,0
688,0
689,2
690,0
691,2
692,0
693,0
694,0
695,1
696,0
697,0
698,1
699,2
700,2
701,2
702,0
703,2
704,0
705,2
706,0
707,0
708,0
709,0
710,1
711,0
712,0
713,0
714,2
715,2
716,2
717,0
718,0
719,1
720,0
721,1
722,0
723,1
724,0
725,0
726,0
727,0
728,0
729,0
730,2
731,1
732,0
733,1
734,0
735,1
736,0
737,1
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,2
747,1
748,0
749,2
750,0
751,1
752,0
753,2
754,2
755,1
756,0
757,0
758,0
759,0
760,2
761,1
762,1
763,2
764,0
765,1
766,0
767,1
768,0
769,0
770,0
771,0
772,0
773,1
774,0
775,2
776,0
777,1
778,1
779,0
780,0
781,0
782,1
783,1
784,1
785,0
786,0
787,1
788,0
789,0
790,1
791,0
792,2
793,0
794,0
795,0
796,0
797,2
798,1
799,1
800,0
801,0
802,1
803,0
804,0
805,0
806,0
807,2
808,1
809,1
810,2
811,0
812,1
813,1
814,0
815,1
816,1
817,2
818,0
819,0
820,0
821,0
822,0
823,0
824,2
825,0
826,0
827,0
828,0
829,2
830,0
831,0
832,0
833,0
834,1
835,2
836,2
837,1
838,0
839,2
840,0
841,0
842,0
843,2
844,0
845,0
846,1
847,2
848,0
849,0
850,0
851,0
852,0
853,1
854,1
855,2
856,0
857,1
858,0
859,2
860,0
861,0
862,0
863,0
864,2
865,0
866,0
867,2
868,2
869,1
870,2
871,0
872,0
873,0
874,2
875,2
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,1
884,2
885,0
886,2
887,0
888,0
889,0
890,0
891,0
892,2
893,0
894,0
895,1
896,2
897,2
898,0
899,0
900,0
901,1
902,0
903,0
904,1
905,0
906,1
907,0
908,0
909,0
910,0
911,2
912,0
913,2
914,0
915,2
916,2
917,1
918,1
919,0
920,1
921,2
922,0
923,1
924,0
925,2
926,0
927,1
928,1
929,0
930,2
931,1
932,0
933,0
934,1
935,2
936,1
937,0
938,1
939,1
940,1
941,1
942,2
943,0
944,2
945,0
946,0
947,0
948,0
949,0
950,1
951,1
952,2
953,0
954,1
955,1
956,1
957,0
958,2
959,1
960,1
961,1
962,0
963,0
964,0
965,1
966,2
967,0
968,1
969,1
970,0
971,1
972,0
973,0
974,0
975,1
976,0
977,0
978,1
979,2
980,0
981,0
982,2
983,2
984,1
985,0
986,1
987,0
988,0
989,2
990,0
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,0
999,0
1000,2
1001,1
1002,0
1003,0
1004,0
1005,0
1006,1
1007,1
1008,0
1009,1
1010,0
1011,1
1012,1
1013,0
1014,0
1015,1
1016,1
1017,0
1018,2
1019,1
1020,0
1021,0
1022,0
1023,2
1024,1
1025,2
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,2
1039,0
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,2
1053,2
1054,1
1055,1
1056,1
1057,0
1058,0
1059,1
1060,0
1061,0
1062,2
1063,0
1064,0
1065,1
1066,2
1067,0
1068,1
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,1
1076,0
1077,0
1078,1
1079,1
1080,0
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,0
1088,2
1089,0
1090,0
1091,1
1092,0
1093,0
1094,0
1095,0
1096,1
1097,2
1098,1
1099,0
1100,0
1101,1
1102,1
1103,0
1104,1
1105,0
1106,1
1107,1
1108,0
1109,2
1110,0
1111,0
1112,0
1113,2
1114,1
1115,0
1116,2
1117,0
1118,0
1119,0
1120,0
1121,1
1122,2
1123,0
1124,2
1125,2
1126,0
1127,1
1128,2
1129,1
1130,0
1131,0
1132,0
1133,2
1134,1
1135,0
1136,2
1137,1
1138,2
1139,0
1140,2
1141,0
1142,1
1143,0
1144,0
1145,2
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,2
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,2
1167,1
1168,0
1169,0
1170,1
1171,0
1172,0
1173,0
1174,1
1175,2
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,1
1183,0
1184,0
1185,0
1186,1
1187,1
1188,0
1189,0
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,1
1198,2
1199,2
1200,1
1201,1
1202,1
1203,0
1204,0
1205,0
1206,0
1207,2
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,1
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,2
1224,1
1225,0
1226,1
1227,0
1228,0
1229,0
1230,0
1231,0
1232,1
1233,2
1234,1
1235,0
1236,2
1237,1
1238,0
1239,0
1240,1
1241,2
1242,0
1243,0
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,0
1251,0
1252,2
1253,0
1254,0
1255,2
1256,1
1257,1
1258,2
1259,2
1260,0
1261,0
1262,0
1263,2
1264,1
1265,0
1266,0
1267,0
1268,1
1269,0
1270,1
1271,1
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,1
1279,0
1280,0
1281,2
1282,0
1283,0
1284,0
1285,1
1286,0
1287,2
1288,0
1289,2
1290,0
1291,1
1292,0
1293,2
1294,0
1295,0
1296,2
1297,0
1298,0
1299,0
1300,0
1301,1
1302,2
1303,0
1304,0
1305,0
1306,0
1307,0
1308,1
1309,1
1310,1
1311,0
1312,1
1313,2
1314,2
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,0
1325,0
1326,1
1327,0
1328,2
1329,0
1330,1
1331,0
1332,0
1333,1
1334,1
1335,0
1336,1
1337,1
1338,0
1339,2
1340,0
1341,1
1342,1
1343,1
1344,0
1345,0
1346,2
1347,0
1348,0
1349,0
1350,1
1351,0
1352,1
1353,0
1354,2
1355,1
1356,0
1357,0
1358,1
1359,1
1360,0
1361,0
1362,0
1363,0
1364,1
1365,0
1366,1
1367,0
1368,2
1369,0
1370,0
1371,0
1372,1
1373,1
1374,0
1375,0
1376,2
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,0
1384,0
1385,0
1386,0
1387,0
1388,1
1389,1
1390,0
1391,0
1392,1
1393,2
1394,1
1395,2
1396,0
1397,0
1398,1
1399,1
1400,0
1401,0
1402,0
1403,1
1404,0
1405,0
1406,0
1407,0
1408,1
1409,0
1410,2
1411,1
1412,0
1413,0
1414,2
1415,0
1416,1
1417,0
1418,1
1419,2
1420,1
1421,1
1422,2
1423,1
1424,0
1425,0
1426,0
1427,0
1428,0
1429,1
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,1
1442,0
1443,2
1444,0
1445,1
1446,2
1447,0
1448,0
1449,1
1450,0
1451,1
1452,1
1453,0
1454,1
1455,1
1456,0
1457,1
1458,1
1459,0
1460,1
1461,0
1462,0
1463,0
1464,1
1465,0
1466,0
1467,0
1468,0
1469,1
1470,1
1471,0
1472,0
1473,0
1474,1
1475,0
1476,0
1477,0
1478,0
1479,0
1480,1
1481,0
1482,0
1483,2
1484,1
1485,1
1486,1
1487,0
1488,0
1489,0
1490,2
1491,0
1492,0
1493,0
1494,0
1495,1
1496,0
1497,1
1498,2
1499,0
1500,2
1501,1
1502,0
1503,0
1504,1
1505,1
1506,0
1507,1
1508,0
1509,2
1510,0
1511,0
1512,0
1513,1
1514,2
1515,0
1516,0
1517,1
1518,0
1519,0
1520,2
1521,2
1522,1
1523,0
1524,0
1525,1
1526,1
1527,0
1528,0
1529,2
1530,0
1531,2
1532,0
1533,0
1534,2
1535,0
1536,0
1537,2
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,0
1545,0
1546,2
1547,2
1548,0
1549,0
1550,0
1551,1
1552,0
1553,0
1554,0
1555,0
1556,2
1557,1
1558,1
1559,0
1560,0
1561,1
1562,1
1563,2
1564,0
1565,0
1566,0
1567,0
1568,2
1569,2
1570,0
1571,0
1572,2
1573,2
1574,0
1575,2
1576,2
1577,1
1578,1
1579,0
1580,2
1581,2
1582,0
1583,2
1584,1
1585,0
1586,2
1587,0
1588,2
1589,2
1590,1
1591,0
1592,0
1593,2
1594,0
1595,1
1596,0
1597,1
1598,0
1599,0
1600,0
1601,1
1602,0
1603,0
1604,1
1605,0
1606,0
1607,0
1608,1
1609,0
1610,1
1611,0
1612,0
1613,2
1614,1
1615,0
1616,0
1617,0
1618,1
1619,2
1620,0
1621,0
1622,1
1623,0
1624,0
1625,1
1626,0
1627,1
1628,2
1629,0
1630,1
1631,1
1632,1
1633,1
1634,1
1635,0
1636,1
1637,0
1638,1
1639,0
1640,1
1641,0
1642,1
1643,1
1644,0
1645,0
1646,1
1647,0
1648,2
1649,0
1650,0
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,1
1666,1
1667,2
1668,0
1669,1
1670,0
1671,0
1672,2
1673,0
1674,0
1675,0
1676,1
1677,0
1678,2
1679,1
1680,2
1681,0
1682,0
1683,0
1684,0
1685,2
1686,0
1687,1
1688,0
1689,2
1690,0
1691,1
1692,1
1693,0
1694,1
1695,2
1696,2
1697,1
1698,0
1699,0
1700,0
1701,2
1702,1
1703,1
1704,1
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,2
1712,1
1713,2
1714,1
1715,0
1716,0
1717,1
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,1
1726,0
1727,2
1728,0
1729,1
1730,0
1731,0
1732,0
1733,1
1734,0
1735,1
1736,0
1737,1
1738,0
1739,1
1740,1
1741,0
1742,1
1743,1
1744,0
1745,0
1746,2
1747,0
1748,2
1749,1
1750,1
1751,0
1752,1
1753,0
1754,2
1755,2
1756,1
1757,0
1758,1
1759,0
1760,0
1761,2
1762,1
1763,0
1764,1
1765,0
1766,1
1767,2
1768,0
1769,1
1770,1
1771,0
1772,2
1773,0
1774,0
1775,1
1776,1
1777,2
1778,1
1779,0
1780,0
1781,0
1782,0
1783,0
1784,1
1785,0
1786,2
1787,0
1788,0
1789,1
1790,1
1791,0
1792,0
1793,0
1794,0
1795,0
1796,1
1797,0
1798,1
1799,2
1800,0
1801,2
1802,0
1803,0
1804,1
1805,0
1806,1
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,1
1814,0
1815,0
1816,0
1817,0
1818,0
1819,1
1820,0
1821,0
1822,1
1823,1
1824,0
1825,0
1826,2
1827,2
1828,0
1829,1
1830,2
1831,1
1832,0
1833,1
1834,1
1835,0
1836,0
1837,1
1838,0
1839,1
1840,2
1841,1
1842,0
1843,0
1844,1
1845,2
1846,1
1847,2
1848,1
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,1
1856,0
1857,0
1858,1
1859,0
1860,0
1861,1
1862,1
1863,2
1864,0
1865,0
1866,1
1867,0
1868,2
1869,1
1870,0
1871,0
1872,0
1873,2
1874,0
1875,1
1876,0
1877,1
1878,0
1879,0
1880,0
1881,1
1882,1
1883,0
1884,1
1885,1
1886,0
1887,0
1888,2
1889,0
1890,0
1891,1
1892,0
1893,1
1894,1
1895,2
1896,2
1897,0
1898,0
1899,1
1900,0
1901,1
1902,0
1903,1
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,0
1911,0
1912,1
1913,0
1914,1
1915,2
1916,1
1917,0
1918,2
1919,0
1920,0
1921,2
1922,0
1923,0
1924,1
1925,2
1926,0
1927,0
1928,0
1929,1
1930,0
1931,2
1932,0
1933,1
1934,0
1935,1
1936,0
1937,1
1938,1
1939,0
1940,1
1941,0
1942,0
1943,2
1944,1
1945,1
1946,0
1947,0
1948,1
1949,0
1950,1
1951,2
1952,0
1953,1
1954,1
1955,0
1956,0
1957,2
1958,0
1959,1
1960,2
1961,1
1962,2
1963,2
1964,1
1965,1
1966,0
1967,0
1968,1
1969,1
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,1
1978,0
1979,0
1980,0
1981,0
1982,2
1983,0
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,2
1991,1
1992,0
1993,0
1994,0
1995,0
1996,1
1997,1
1998,1
1999,1
2000,1
2001,0
2002,0
2003,0
2004,1
2005,0
2006,1
2007,1
2008,0
2009,0
2010,1
2011,1
2012,1
2013,0
2014,1
2015,0
2016,2
2017,0
2018,1
2019,0
2020,0
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,1
2033,0
2034,2
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,1
2042,1
2043,0
2044,1
2045,1
2046,2
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,0
2055,0
2056,1
2057,0
2058,1
2059,0
2060,1
2061,2
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,1
2069,0
2070,1
2071,0
2072,0
2073,0
2074,1
2075,0
2076,0
2077,0
2078,1
2079,1
2080,0
2081,0
2082,0
2083,1
2084,0
2085,0
2086,0
2087,2
2088,1
2089,1
2090,0
2091,1
2092,2
2093,0
2094,0
2095,1
2096,0
2097,1
2098,0
2099,1
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,2
2111,2
2112,0
2113,0
2114,0
2115,1
2116,0
2117,1
2118,1
2119,2
2120,1
2121,0
2122,0
2123,0
2124,0
2125,2
2126,1
2127,0
2128,0
2129,0
2130,2
2131,0
2132,0
2133,1
2134,1
2135,0
2136,0
2137,1
2138,2
2139,2
2140,1
2141,2
2142,0
2143,2
2144,0
2145,0
2146,1
2147,0
2148,0
2149,2
2150,0
2151,0
2152,0
2153,0
2154,0
2155,1
2156,0
2157,0
2158,1
2159,1
2160,0
2161,0
2162,1
2163,0
2164,1
2165,1
2166,0
2167,1
2168,2
2169,1
2170,0
2171,1
2172,0
2173,0
2174,1
2175,2
2176,0
2177,0
2178,1
2179,0
2180,0
2181,2
2182,0
2183,0
2184,0
2185,0
2186,1
2187,0
2188,1
2189,1
2190,1
2191,1
2192,0
2193,2
2194,1
2195,1
2196,1
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,1
2207,0
2208,1
2209,0
2210,2
2211,0
2212,0
2213,0
2214,0
2215,1
2216,0
2217,0
2218,2
2219,0
2220,2
2221,2
2222,2
2223,2
2224,1
2225,2
2226,1
2227,0
2228,1
2229,2
2230,2
2231,1
2232,1
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,1
2241,1
2242,1
2243,2
2244,0
2245,1
2246,1
2247,0
2248,1
2249,2
2250,0
2251,1
2252,0
2253,0
2254,2
2255,1
2256,0
2257,0
2258,2
2259,1
2260,2
2261,2
2262,2
2263,0
2264,1
2265,1
2266,0
2267,1
2268,1
2269,2
2270,1
2271,1
2272,1
2273,1
2274,1
2275,2
2276,0
2277,1
2278,0
2279,0
2280,1
2281,0
2282,1
2283,0
2284,1
2285,0
2286,2
2287,0
2288,2
2289,0
2290,1
2291,0
2292,0
2293,1
2294,0
2295,0
2296,1
2297,1
2298,2
2299,0
2300,0
2301,0
2302,1
2303,0
2304,1
2305,0
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,2
2313,0
2314,2
2315,0
2316,0
2317,1
2318,0
2319,1
2320,2
2321,1
2322,0
2323,0
2324,0
2325,0
2326,0
2327,1
2328,1
2329,1
2330,0
2331,0
2332,2
2333,2
2334,0
2335,0
2336,0
2337,0
2338,0
2339,1
2340,1
2341,0
2342,2
2343,2
2344,1
2345,1
2346,1
2347,2
2348,0
2349,2
2350,0
2351,1
2352,1
2353,1
2354,2
2355,1
2356,0
2357,0
2358,0
2359,1
2360,2
2361,0
2362,0
2363,0
2364,0
2365,1
2366,2
2367,0
2368,1
2369,0
2370,2
2371,0
2372,1
2373,0
2374,0
2375,1
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,2
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,1
2393,0
2394,2
2395,0
2396,0
2397,0
2398,0
2399,0
2400,2
2401,2
2402,1
2403,0
2404,0
2405,0
2406,0
2407,0
2408,2
2409,1
2410,0
2411,0
2412,0
2413,0
2414,1
2415,2
2416,0
2417,1
2418,0
2419,1
2420,0
2421,0
2422,0
2423,0
2424,1
2425,0
2426,0
2427,1
2428,1
2429,0
2430,2
2431,0
2432,0
2433,1
2434,0
2435,0
2436,1
2437,2
2438,0
2439,0
2440,1
2441,0
2442,2
2443,2
2444,0
2445,0
2446,1
2447,0
2448,0
2449,0
2450,1
2451,1
2452,1
2453,0
2454,2
2455,1
2456,2
2457,0
2458,1
2459,0
2460,0
2461,0
2462,2
2463,1
2464,0
2465,2
2466,1
2467,2
2468,0
2469,1
2470,1
2471,0
2472,0
2473,0
2474,2
2475,1
2476,0
2477,1
2478,0
2479,0
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,2
2487,2
2488,1
2489,0
2490,0
2491,1
2492,0
2493,0
2494,0
2495,2
2496,0
2497,2
2498,0
2499,0
2500,0
2501,0
2502,2
2503,0
2504,1
2505,0
2506,2
2507,1
2508,0
2509,1
2510,0
2511,1
2512,1
2513,2
2514,0
2515,1
2516,1
2517,0
2518,0
2519,1
2520,0
2521,0
2522,1
2523,0
2524,0
2525,1
2526,0
2527,1
2528,0
2529,0
2530,0
2531,0
2532,0
2533,1
2534,1
2535,0
2536,0
2537,2
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,1
2551,0
2552,1
2553,1
2554,1
2555,2
2556,0
2557,0
2558,0
2559,0
2560,0
2561,1
2562,2
2563,0
2564,0
2565,0
2566,0
2567,0
2568,1
2569,1
2570,1
2571,1
2572,0
2573,2
2574,0
2575,1
2576,0
2577,2
2578,0
2579,0
2580,1
2581,1
2582,0
2583,0
2584,0
2585,1
2586,1
2587,0
2588,2
2589,0
2590,1
2591,2
2592,0
2593,2
2594,0
2595,1
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,1
2603,0
2604,2
2605,1
2606,0
2607,0
2608,1
2609,0
2610,0
2611,1
2612,0
2613,1
2614,0
2615,0
2616,1
2617,0
2618,0
2619,2
2620,2
2621,0
2622,1
2623,2
2624,1
2625,1
2626,0
2627,0
2628,1
2629,0
2630,1
2631,0
2632,0
2633,1
2634,1
2635,2
2636,0
2637,0
2638,1
2639,0
2640,2
2641,0
2642,1
2643,0
2644,0
2645,0
2646,0
2647,1
2648,0
2649,0
2650,2
2651,1
2652,0
2653,0
2654,1
2655,0
2656,0
2657,0
2658,2
2659,0
2660,1
2661,0
2662,2
2663,0
2664,2
2665,1
2666,0
2667,0
2668,2
2669,0
2670,1
2671,0
2672,1
2673,1
2674,0
2675,0
2676,1
2677,0
2678,0
2679,0
2680,2
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,1
2690,1
2691,0
2692,0
2693,1
2694,0
2695,1
2696,0
2697,0
2698,0
2699,0
2700,1
2701,0
2702,0
2703,1
2704,0
2705,0
2706,1
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,1
2725,1
2726,0
2727,0
2728,0
2729,2
2730,1
2731,1
2732,0
2733,1
2734,2
2735,0
2736,0
2737,0
2738,1
2739,2
2740,0
2741,2
2742,0
2743,0
2744,2
2745,0
2746,0
2747,1
2748,0
2749,2
2750,0
2751,1
2752,0
2753,1
2754,0
2755,0
2756,0
2757,1
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,1
2765,1
2766,1
2767,0
2768,1
2769,2
2770,0
2771,0
2772,1
2773,2
2774,0
2775,2
2776,0
2777,0
2778,0
2779,1
2780,0
2781,1
2782,2
2783,0
2784,0
2785,2
2786,0
2787,1
2788,0
2789,0
2790,0
2791,2
2792,1
2793,0
2794,0
2795,1
2796,0
2797,2
2798,1
2799,2
2800,0
2801,0
2802,0
2803,0
2804,1
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,2
2814,1
2815,0
2816,1
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,2
2830,1
2831,1
2832,0
2833,0
2834,1
2835,1
2836,1
2837,2
2838,0
2839,2
2840,0
2841,1
2842,1
2843,0
2844,1
2845,0
2846,0
2847,0
2848,2
2849,2
2850,1
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,2
2859,1
2860,0
2861,1
2862,0
2863,0
2864,1
2865,2
2866,1
2867,0
2868,1
2869,0
2870,1
2871,0
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,0
2879,1
2880,0
2881,0
2882,1
2883,1
2884,1
2885,0
2886,0
2887,1
2888,0
2889,1
2890,0
2891,1
2892,0
2893,0
2894,0
2895,2
2896,0
2897,0
2898,0
2899,1
2900,0
2901,0
2902,2
2903,0
2904,0
2905,1
2906,1
2907,0
2908,0
2909,0
2910,0
2911,1
2912,0
2913,2
2914,0
2915,0
2916,1
2917,1
2918,1
2919,0
2920,1
2921,1
2922,0
2923,2
2924,1
2925,0
2926,1
2927,0
2928,1
2929,0
2930,1
2931,0
2932,0
2933,2
2934,0
2935,1
2936,0
2937,0
2938,1
2939,0
2940,1
2941,0
2942,0
2943,0
2944,0
2945,0
2946,2
2947,1
2948,0
2949,0
2950,0
2951,1
2952,0
2953,1
2954,0
2955,0
2956,0
2957,2
2958,0
2959,0
2960,2
2961,0
2962,1
2963,0
2964,1
2965,0
2966,0
2967,0
2968,1
2969,2
2970,2
2971,0
2972,0
2973,0
2974,1
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,1
2983,0
2984,2
2985,0
2986,0
2987,0
2988,0
2989,0
2990,2
2991,0
2992,1
2993,1
2994,0
2995,0
